timestamp,level,source,message,anomaly_score,is_anomaly
2026-06-01 00:52:42.000000,INFO,db-primary,user 6340 logged in,11.57,False
2026-06-01 02:21:14.000000,INFO,auth-service,connection pool at 42% capacity,11.47,False
2026-06-01 01:00:39.000000,INFO,db-primary,cache hit for key session:7882,11.44,False
2026-06-01 01:23:30.000000,INFO,db-primary,connection pool at 42% capacity,11.43,False
2026-06-01 07:08:01.000000,INFO,payment-service,user 6319 logged out,11.43,False
2026-06-01 00:53:37.000000,INFO,auth-service,cache hit for key session:6080,11.42,False
2026-06-01 00:02:53.000000,INFO,web-frontend,user 3181 logged in,11.42,False
2026-06-01 01:42:31.000000,INFO,payment-service,connection pool at 42% capacity,11.26,False
2026-06-01 00:22:59.000000,INFO,db-primary,cache hit for key session:8519,11.19,False
2026-06-01 06:01:52.000000,INFO,payment-service,GET /api/v1/orders status=200,11.12,False
2026-06-01 01:48:47.000000,INFO,auth-service,connection pool at 42% capacity,11.12,False
2026-06-01 02:23:12.000000,INFO,web-frontend,cache hit for key session:7939,11.11,False
2026-06-01 00:51:18.000000,INFO,auth-service,GET /api/v1/products status=200,11.08,False
2026-06-01 03:23:19.000000,INFO,auth-service,GET /api/v1/products status=200,11.07,False
2026-06-01 02:35:57.000000,INFO,api-gateway,scheduled health check passed,11.06,False
2026-06-01 03:25:39.000000,INFO,db-primary,GET /api/v1/products status=200,11.03,False
2026-06-01 02:34:00.000000,INFO,payment-service,connection pool at 42% capacity,11.0,False
2026-06-01 02:39:46.000000,INFO,payment-service,connection pool at 42% capacity,10.86,False
2026-06-01 01:46:45.000000,INFO,auth-service,GET /api/v1/products status=200,10.79,False
2026-06-01 00:43:06.000000,INFO,api-gateway,GET /api/v1/products status=200,10.74,False
2026-06-01 02:56:55.000000,INFO,web-frontend,GET /api/v1/products status=200,10.73,False
2026-06-01 02:47:44.000000,INFO,auth-service,scheduled health check passed,10.7,False
2026-06-01 00:38:21.000000,INFO,auth-service,cache hit for key session:2667,10.7,False
2026-06-01 00:02:13.000000,INFO,db-primary,user 5737 logged in,10.69,False
2026-06-01 00:05:22.000000,INFO,web-frontend,cache hit for key session:4814,10.68,False
2026-06-01 00:44:34.000000,INFO,api-gateway,cache hit for key session:2219,10.63,False
2026-06-01 00:07:29.000000,INFO,payment-service,GET /api/v1/products status=200,10.63,False
2026-06-01 02:04:24.000000,INFO,db-primary,GET /api/v1/products status=200,10.58,False
2026-06-01 00:07:48.000000,INFO,web-frontend,GET /api/v1/products status=200,10.48,False
2026-06-01 00:29:27.000000,INFO,db-primary,cache hit for key session:6625,10.41,False
2026-06-01 00:11:52.000000,INFO,payment-service,GET /api/v1/products status=200,10.39,False
2026-06-01 00:02:52.000000,INFO,db-primary,user 1994 logged out,10.37,False
2026-06-01 07:55:43.000000,INFO,api-gateway,user 4164 logged out,10.23,False
2026-06-01 00:00:21.000000,INFO,db-primary,cache hit for key session:3119,10.23,False
2026-06-01 01:42:34.000000,INFO,web-frontend,scheduled health check passed,10.2,False
2026-06-01 00:24:13.000000,INFO,payment-service,GET /api/v1/products status=200,10.19,False
2026-06-01 00:34:58.000000,INFO,api-gateway,cache hit for key session:8440,10.14,False
2026-06-01 02:39:39.000000,INFO,api-gateway,GET /api/v1/products status=200,10.07,False
2026-06-01 00:16:29.000000,INFO,payment-service,GET /api/v1/products status=200,10.02,False
2026-06-01 00:10:27.000000,INFO,payment-service,cache hit for key session:9493,9.98,False
2026-06-01 01:38:16.000000,INFO,db-primary,GET /api/v1/products status=200,9.86,False
2026-06-01 02:08:36.000000,INFO,auth-service,cache hit for key session:8916,9.84,False
2026-06-01 03:00:51.000000,INFO,payment-service,scheduled health check passed,9.78,False
2026-06-01 02:21:07.000000,INFO,api-gateway,cache hit for key session:1943,9.78,False
2026-06-01 00:00:34.000000,INFO,db-primary,user 9617 logged out,9.67,False
2026-06-01 02:59:00.000000,INFO,web-frontend,cache hit for key session:6944,9.64,False
2026-06-01 02:23:51.000000,INFO,db-primary,cache hit for key session:3075,9.64,False
2026-06-01 01:57:06.000000,INFO,payment-service,GET /api/v1/orders status=200,9.61,False
2026-06-01 01:29:32.000000,INFO,web-frontend,cache hit for key session:9550,9.59,False
2026-06-01 02:23:15.000000,INFO,auth-service,cache hit for key session:1932,9.58,False
2026-06-01 01:20:48.000000,INFO,auth-service,cache hit for key session:6228,9.54,False
2026-06-01 03:28:41.000000,INFO,payment-service,GET /api/v1/orders status=200,9.5,False
2026-06-01 01:06:19.000000,INFO,db-primary,cache hit for key session:2377,9.48,False
2026-06-01 01:41:33.000000,INFO,api-gateway,cache hit for key session:2802,9.46,False
2026-06-01 01:13:48.000000,INFO,web-frontend,cache hit for key session:3304,9.46,False
2026-06-01 01:03:54.000000,INFO,web-frontend,GET /api/v1/products status=200,9.39,False
2026-06-01 02:11:50.000000,INFO,db-primary,cache hit for key session:4044,9.36,False
2026-06-01 00:01:08.000000,INFO,api-gateway,user 6991 logged out,9.35,False
2026-06-01 03:19:15.000000,INFO,payment-service,scheduled health check passed,9.27,False
2026-06-01 01:15:00.000000,INFO,api-gateway,cache hit for key session:4525,9.26,False
2026-06-01 01:22:21.000000,INFO,api-gateway,GET /api/v1/products status=200,9.25,False
2026-06-01 01:00:44.000000,INFO,auth-service,scheduled health check passed,9.24,False
2026-06-01 01:06:04.000000,INFO,web-frontend,GET /api/v1/products status=200,9.2,False
2026-06-01 00:00:23.000000,INFO,auth-service,user 4078 logged out,9.17,False
2026-06-01 01:44:24.000000,INFO,payment-service,GET /api/v1/products status=200,9.14,False
2026-06-01 02:25:47.000000,INFO,payment-service,cache hit for key session:3004,9.08,False
2026-06-01 01:26:49.000000,INFO,auth-service,GET /api/v1/products status=200,9.0,False
2026-06-01 04:17:11.000000,INFO,web-frontend,GET /api/v1/orders status=200,8.97,False
2026-06-01 04:46:50.000000,INFO,auth-service,user 2655 logged in,8.9,False
2026-06-01 04:27:47.000000,INFO,payment-service,user 4259 logged in,8.9,False
2026-06-01 00:20:16.000000,INFO,web-frontend,scheduled health check passed,8.74,False
2026-06-01 02:32:32.000000,INFO,payment-service,scheduled health check passed,8.66,False
2026-06-01 03:10:23.000000,INFO,db-primary,GET /api/v1/orders status=200,8.32,False
2026-06-01 02:20:01.000000,INFO,auth-service,user 1930 logged out,8.07,False
2026-06-01 01:46:47.000000,INFO,api-gateway,scheduled health check passed,7.91,False
2026-06-01 03:26:14.000000,INFO,auth-service,user 9155 logged in,7.55,False
2026-06-01 02:25:30.000000,INFO,api-gateway,scheduled health check passed,7.51,False
2026-06-01 01:58:13.000000,INFO,db-primary,scheduled health check passed,7.46,False
2026-06-01 02:38:11.000000,INFO,auth-service,scheduled health check passed,7.44,False
2026-06-01 05:08:11.000000,INFO,payment-service,user 9695 logged out,7.34,False
2026-06-01 02:22:39.000000,INFO,payment-service,user 4459 logged in,7.3,False
2026-06-01 00:32:19.000000,INFO,auth-service,GET /api/v1/orders status=200,7.25,False
2026-06-01 03:02:21.000000,INFO,db-primary,GET /api/v1/orders status=200,7.25,False
2026-06-01 00:47:13.000000,INFO,db-primary,GET /api/v1/orders status=200,7.25,False
2026-06-01 00:33:44.000000,INFO,payment-service,scheduled health check passed,7.13,False
2026-06-01 00:00:00.000000,INFO,auth-service,scheduled health check passed,6.99,False
2026-06-01 00:21:42.000000,INFO,api-gateway,scheduled health check passed,6.99,False
2026-06-01 00:03:51.000000,INFO,payment-service,scheduled health check passed,6.9,False
2026-06-01 02:42:05.000000,INFO,api-gateway,scheduled health check passed,6.7,False
2026-06-01 01:38:02.000000,INFO,api-gateway,scheduled health check passed,6.7,False
2026-06-01 00:24:18.000000,INFO,web-frontend,GET /api/v1/orders status=200,6.68,False
2026-06-01 00:23:57.000000,INFO,api-gateway,scheduled health check passed,6.66,False
2026-06-01 05:32:35.000000,INFO,db-primary,user 1356 logged in,6.65,False
2026-06-01 00:06:29.000000,INFO,web-frontend,scheduled health check passed,6.61,False
2026-06-01 00:36:46.000000,INFO,auth-service,user 6786 logged out,6.52,False
2026-06-01 00:22:50.000000,INFO,auth-service,scheduled health check passed,6.51,False
2026-06-01 02:51:57.000000,INFO,api-gateway,GET /api/v1/orders status=200,6.47,False
2026-06-01 00:02:40.000000,INFO,web-frontend,scheduled health check passed,6.47,False
2026-06-01 01:17:31.000000,INFO,db-primary,scheduled health check passed,6.39,False
2026-06-01 00:46:19.000000,INFO,api-gateway,scheduled health check passed,6.38,False
2026-06-01 00:13:21.000000,INFO,api-gateway,scheduled health check passed,6.38,False
2026-06-01 00:57:21.000000,INFO,web-frontend,scheduled health check passed,6.33,False
2026-06-01 00:11:10.000000,INFO,db-primary,scheduled health check passed,6.33,False
2026-06-01 00:04:19.000000,INFO,api-gateway,scheduled health check passed,6.33,False
2026-06-01 00:49:39.000000,INFO,db-primary,GET /api/v1/orders status=200,6.23,False
2026-06-01 00:58:25.000000,INFO,web-frontend,GET /api/v1/orders status=200,6.18,False
2026-06-01 00:39:14.000000,INFO,api-gateway,GET /api/v1/orders status=200,6.18,False
2026-06-01 03:51:53.000000,INFO,payment-service,user 2231 logged in,6.05,False
2026-06-01 00:42:52.000000,INFO,auth-service,user 8855 logged in,6.02,False
2026-06-01 02:09:50.000000,INFO,auth-service,GET /api/v1/orders status=200,5.95,False
2026-06-01 00:02:38.000000,INFO,payment-service,GET /api/v1/orders status=200,5.95,False
2026-06-01 02:50:19.000000,INFO,auth-service,user 7528 logged in,5.91,False
2026-06-01 02:07:58.000000,INFO,db-primary,GET /api/v1/orders status=200,5.78,False
2026-06-01 02:44:42.000000,INFO,api-gateway,GET /api/v1/orders status=200,5.75,False
2026-06-01 04:15:02.000000,INFO,auth-service,user 3678 logged in,5.64,False
2026-06-01 03:09:42.000000,INFO,auth-service,user 1152 logged in,5.54,False
2026-06-01 00:52:32.000000,INFO,auth-service,user 9318 logged out,5.52,False
2026-06-01 01:19:19.000000,INFO,payment-service,GET /api/v1/orders status=200,5.44,False
2026-06-01 03:11:00.000000,INFO,auth-service,user 5187 logged out,5.36,False
2026-06-01 01:23:54.000000,INFO,web-frontend,GET /api/v1/orders status=200,5.34,False
2026-06-01 03:37:51.000000,INFO,db-primary,user 1218 logged in,5.17,False
2026-06-01 01:20:37.000000,INFO,db-primary,user 5105 logged out,5.15,False
2026-06-01 01:12:43.000000,INFO,payment-service,user 1241 logged in,5.02,False
2026-06-01 01:27:53.000000,INFO,api-gateway,GET /api/v1/orders status=200,4.92,False
2026-06-01 01:03:56.000000,INFO,api-gateway,GET /api/v1/orders status=200,4.86,False
2026-06-01 01:08:35.000000,INFO,api-gateway,GET /api/v1/orders status=200,4.84,False
2026-06-01 00:33:04.000000,INFO,api-gateway,user 7525 logged out,4.8,False
2026-06-01 01:24:14.000000,INFO,auth-service,GET /api/v1/orders status=200,4.6,False
2026-06-01 01:17:45.000000,INFO,web-frontend,GET /api/v1/orders status=200,4.57,False
2026-06-01 01:54:14.000000,INFO,auth-service,GET /api/v1/orders status=200,4.54,False
2026-06-01 00:41:23.000000,INFO,auth-service,user 5584 logged out,4.53,False
2026-06-01 01:31:45.000000,INFO,auth-service,GET /api/v1/orders status=200,4.44,False
2026-06-01 01:30:47.000000,INFO,db-primary,GET /api/v1/orders status=200,4.4,False
2026-06-01 01:34:23.000000,INFO,api-gateway,GET /api/v1/orders status=200,4.37,False
2026-06-01 01:36:41.000000,INFO,db-primary,GET /api/v1/orders status=200,4.37,False
2026-06-01 02:30:55.000000,INFO,db-primary,user 1057 logged in,4.28,False
2026-06-01 00:28:07.000000,INFO,web-frontend,user 4969 logged in,3.85,False
2026-06-01 00:55:55.000000,INFO,web-frontend,user 2541 logged in,3.36,False
2026-06-01 02:30:43.000000,INFO,web-frontend,user 4566 logged out,3.26,False
2026-06-01 01:31:53.000000,INFO,api-gateway,user 8776 logged out,3.19,False
2026-06-01 01:19:23.000000,INFO,api-gateway,user 7288 logged out,3.16,False
2026-06-01 01:34:48.000000,INFO,db-primary,user 6709 logged in,3.04,False
2026-06-01 00:18:22.000000,INFO,api-gateway,user 7365 logged out,2.84,False
2026-06-01 01:15:09.000000,INFO,auth-service,user 2848 logged out,2.82,False
2026-06-01 01:15:00.000000,INFO,db-primary,user 9122 logged out,2.69,False
2026-06-01 02:16:00.000000,INFO,web-frontend,user 2152 logged out,2.65,False
2026-06-01 02:37:57.000000,INFO,payment-service,user 7218 logged out,2.64,False
2026-06-01 03:04:26.000000,INFO,auth-service,user 1751 logged in,2.31,False
2026-06-01 02:37:49.000000,INFO,api-gateway,user 2940 logged out,2.28,False
2026-06-01 00:00:51.000000,INFO,api-gateway,user 2408 logged in,2.08,False
2026-06-01 00:00:03.000000,INFO,web-frontend,user 6796 logged in,2.08,False
2026-06-01 00:29:25.000000,INFO,api-gateway,user 5126 logged in,2.06,False
2026-06-01 00:30:25.000000,INFO,payment-service,user 9032 logged out,2.01,False
2026-06-01 00:13:45.000000,INFO,payment-service,user 3725 logged out,1.98,False
2026-06-01 00:14:55.000000,INFO,api-gateway,user 4612 logged out,1.94,False
2026-06-01 02:38:23.000000,INFO,web-frontend,user 5357 logged in,1.84,False
2026-06-01 00:35:58.000000,INFO,web-frontend,user 5704 logged out,1.7,False
2026-06-01 00:35:46.000000,INFO,payment-service,user 6844 logged out,1.7,False
2026-06-01 00:48:29.000000,INFO,db-primary,user 4694 logged in,1.66,False
2026-06-01 00:02:53.000000,INFO,auth-service,user 7955 logged out,1.61,False
2026-06-01 00:15:56.000000,INFO,auth-service,user 6745 logged out,1.58,False
2026-06-01 01:05:10.000000,INFO,payment-service,user 1188 logged in,1.37,False
2026-06-01 00:52:49.000000,INFO,api-gateway,user 8211 logged in,1.2,False
2026-06-01 02:25:25.000000,INFO,db-primary,user 8527 logged in,1.07,False
2026-06-01 02:16:52.000000,INFO,db-primary,user 1308 logged in,1.06,False
2026-06-01 02:57:44.000000,INFO,db-primary,user 7060 logged in,1.06,False
2026-06-01 02:56:27.000000,INFO,api-gateway,user 3781 logged in,1.04,False
2026-06-01 00:19:56.000000,INFO,auth-service,user 6537 logged in,0.95,False
2026-06-01 01:29:09.000000,INFO,auth-service,user 3267 logged in,0.88,False
2026-06-01 00:16:41.000000,INFO,db-primary,user 1171 logged in,0.84,False
2026-06-01 00:47:03.000000,INFO,payment-service,user 8778 logged in,0.81,False
2026-06-01 00:52:08.000000,INFO,db-primary,user 6117 logged in,0.79,False
2026-06-01 00:26:43.000000,INFO,payment-service,user 5295 logged in,0.79,False
2026-06-01 00:01:52.000000,INFO,db-primary,user 4374 logged in,0.68,False
2026-06-01 00:39:31.000000,INFO,auth-service,user 9652 logged in,0.55,False
2026-06-01 00:14:27.000000,INFO,db-primary,user 8481 logged in,0.49,False
2026-06-01 00:22:49.000000,INFO,web-frontend,user 5312 logged in,0.4,False
2026-06-01 00:11:05.000000,INFO,web-frontend,user 4231 logged in,0.15,False
2026-06-01 00:11:09.000000,INFO,api-gateway,user 5116 logged in,0.13,False
2026-06-01 00:09:42.000000,INFO,auth-service,user 7153 logged in,0.0,False
