timestamp,level,source,message
2026-06-01 04:17:11.000000,INFO,web-frontend,GET /api/v1/orders status=200
2026-06-01 04:18:05.000000,INFO,api-gateway,user 2300 logged out
2026-06-01 04:19:12.000000,INFO,api-gateway,GET /api/v1/products status=200
2026-06-01 04:19:50.000000,INFO,auth-service,cache hit for key session:7585
2026-06-01 04:20:11.000000,WARN,auth-service,GET /api/v1/orders status=200
2026-06-01 04:21:09.240079,ERROR,auth-service,SQL syntax error near 'UNION SELECT' in query
2026-06-01 04:22:59.000000,INFO,api-gateway,cache hit for key session:2663
2026-06-01 04:26:09.996002,CRITICAL,auth-service,repeated 401 responses from IP 203.0.113.157
2026-06-01 04:27:47.000000,INFO,payment-service,user 4259 logged in
2026-06-01 04:27:50.000000,INFO,payment-service,cache hit for key session:4805
2026-06-01 04:34:10.000000,INFO,payment-service,GET /api/v1/products status=200
2026-06-01 04:34:46.000000,INFO,web-frontend,GET /api/v1/products status=200
2026-06-01 04:36:40.000000,INFO,db-primary,request completed in 299ms
2026-06-01 04:41:59.000000,INFO,payment-service,scheduled health check passed
2026-06-01 04:43:22.000000,INFO,web-frontend,connection pool at 42% capacity
2026-06-01 04:44:14.000000,INFO,api-gateway,cache hit for key session:2384
2026-06-01 04:46:50.000000,INFO,auth-service,user 2655 logged in
2026-06-01 04:48:25.000000,INFO,payment-service,request completed in 143ms
2026-06-01 04:51:34.000000,INFO,payment-service,cache hit for key session:3601
2026-06-01 04:54:41.000000,INFO,web-frontend,connection pool at 42% capacity
2026-06-01 04:57:48.000000,INFO,api-gateway,GET /api/v1/orders status=200
2026-06-01 05:01:01.000000,INFO,payment-service,scheduled health check passed
2026-06-01 05:08:11.000000,INFO,payment-service,user 9695 logged out
2026-06-01 05:11:39.000000,INFO,api-gateway,connection pool at 42% capacity
2026-06-01 05:14:48.000000,INFO,auth-service,cache hit for key session:4517
2026-06-01 05:17:21.000000,INFO,payment-service,GET /api/v1/products status=200
2026-06-01 05:22:55.000000,INFO,auth-service,request completed in 170ms
2026-06-01 05:26:47.000000,INFO,db-primary,connection pool at 42% capacity
2026-06-01 05:27:01.783635,ERROR,web-frontend,SQL syntax error near 'UNION SELECT' in query
2026-06-01 05:27:25.000000,INFO,db-primary,connection pool at 42% capacity
2026-06-01 05:28:53.000000,INFO,web-frontend,scheduled health check passed
2026-06-01 05:32:35.000000,INFO,db-primary,user 1356 logged in
2026-06-01 05:35:10.000000,INFO,auth-service,scheduled health check passed
2026-06-01 05:37:48.000000,INFO,db-primary,GET /api/v1/products status=200
2026-06-01 05:41:59.688930,ERROR,payment-service,unauthorized access attempt to /admin/config
2026-06-01 05:47:15.000000,INFO,db-primary,connection pool at 42% capacity
2026-06-01 05:49:49.000000,INFO,web-frontend,GET /api/v1/products status=200
2026-06-01 05:52:19.000000,INFO,payment-service,GET /api/v1/products status=200
2026-06-01 05:53:52.000000,INFO,payment-service,GET /api/v1/products status=200
2026-06-01 05:54:15.000000,INFO,auth-service,GET /api/v1/orders status=200
2026-06-01 05:54:40.000000,INFO,payment-service,cache hit for key session:1790
2026-06-01 05:58:35.000000,INFO,web-frontend,cache hit for key session:6470
2026-06-01 05:59:46.000000,INFO,db-primary,GET /api/v1/products status=200
2026-06-01 06:01:52.000000,INFO,payment-service,GET /api/v1/orders status=200
2026-06-01 06:07:14.000000,INFO,api-gateway,GET /api/v1/orders status=200
2026-06-01 06:08:00.000000,INFO,auth-service,request completed in 200ms
2026-06-01 06:16:08.000000,INFO,api-gateway,GET /api/v1/products status=200
2026-06-01 06:19:36.000000,INFO,db-primary,GET /api/v1/orders status=200
2026-06-01 06:33:20.000000,INFO,payment-service,GET /api/v1/orders status=200
2026-06-01 06:40:02.316430,CRITICAL,web-frontend,SQL syntax error near 'UNION SELECT' in query
2026-06-01 06:40:08.000000,INFO,db-primary,scheduled health check passed
2026-06-01 06:44:31.000000,WARN,auth-service,request completed in 33ms
2026-06-01 06:47:44.000000,INFO,api-gateway,connection pool at 42% capacity
2026-06-01 06:51:10.000000,INFO,payment-service,scheduled health check passed
2026-06-01 06:53:09.000000,INFO,auth-service,cache hit for key session:3085
2026-06-01 06:56:45.000000,INFO,payment-service,GET /api/v1/products status=200
2026-06-01 06:57:18.000000,INFO,web-frontend,user 6954 logged out
2026-06-01 06:59:32.000000,INFO,api-gateway,GET /api/v1/products status=200
2026-06-01 07:03:14.000000,INFO,auth-service,connection pool at 42% capacity
2026-06-01 07:06:17.000000,INFO,auth-service,scheduled health check passed
2026-06-01 07:08:01.000000,INFO,payment-service,user 6319 logged out
2026-06-01 07:12:51.000000,INFO,web-frontend,cache hit for key session:5843
2026-06-01 07:20:43.000000,INFO,web-frontend,cache hit for key session:8130
2026-06-01 07:21:49.000000,INFO,auth-service,user 1554 logged out
2026-06-01 07:22:47.000000,INFO,web-frontend,GET /api/v1/orders status=200
2026-06-01 07:25:09.000000,INFO,db-primary,GET /api/v1/orders status=200
2026-06-01 07:27:55.000000,INFO,payment-service,scheduled health check passed
2026-06-01 07:52:14.000000,INFO,api-gateway,user 1219 logged out
2026-06-01 07:55:43.000000,INFO,api-gateway,user 4164 logged out
2026-06-01 07:57:28.000000,INFO,web-frontend,user 9052 logged out
2026-06-01 07:57:46.000000,INFO,auth-service,request completed in 36ms
2026-06-01 08:02:24.000000,INFO,payment-service,GET /api/v1/orders status=200
2026-06-01 08:12:06.000000,INFO,web-frontend,GET /api/v1/orders status=200
2026-06-01 08:13:36.000000,INFO,payment-service,GET /api/v1/products status=200
2026-06-01 08:18:18.077307,ERROR,web-frontend,"connection pool exhausted, 100% capacity"
2026-06-01 08:19:49.000000,INFO,auth-service,GET /api/v1/products status=200
2026-06-01 08:31:52.000000,INFO,auth-service,GET /api/v1/products status=200
2026-06-01 08:50:55.000000,INFO,api-gateway,GET /api/v1/orders status=200
2026-06-01 08:52:54.000000,INFO,payment-service,connection pool at 42% capacity
2026-06-01 09:13:05.000000,INFO,auth-service,user 3957 logged out
2026-06-01 09:25:01.000000,INFO,web-frontend,GET /api/v1/orders status=200
2026-06-01 09:27:33.000000,INFO,db-primary,GET /api/v1/orders status=200
2026-06-01 09:29:20.000000,INFO,web-frontend,request completed in 282ms
2026-06-01 09:31:40.000000,INFO,payment-service,GET /api/v1/orders status=200
2026-06-01 09:40:43.000000,INFO,payment-service,user 5214 logged out
2026-06-01 09:54:59.000000,INFO,payment-service,GET /api/v1/orders status=200
2026-06-01 10:11:57.000000,INFO,auth-service,GET /api/v1/orders status=200
2026-06-01 10:26:07.000000,INFO,api-gateway,connection pool at 42% capacity
2026-06-01 10:30:13.000000,INFO,auth-service,connection pool at 42% capacity
2026-06-01 10:36:25.000000,INFO,auth-service,cache hit for key session:5227
2026-06-01 10:53:44.000000,INFO,auth-service,cache hit for key session:4382
2026-06-01 11:09:25.000000,INFO,payment-service,connection pool at 42% capacity
2026-06-01 11:13:04.000000,INFO,web-frontend,user 3627 logged in
2026-06-01 11:14:01.000000,INFO,api-gateway,scheduled health check passed
2026-06-01 11:14:43.000000,INFO,db-primary,GET /api/v1/orders status=200
2026-06-01 11:25:51.000000,INFO,auth-service,scheduled health check passed
2026-06-01 11:47:24.000000,INFO,auth-service,user 7765 logged in
2026-06-01 11:58:15.775040,ERROR,api-gateway,unauthorized access attempt to /admin/config
2026-06-01 12:01:56.000000,INFO,api-gateway,GET /api/v1/orders status=200
2026-06-01 12:27:23.000000,INFO,web-frontend,GET /api/v1/orders status=200
2026-06-01 12:47:42.000000,INFO,web-frontend,GET /api/v1/products status=200
2026-06-01 12:56:13.000000,INFO,db-primary,scheduled health check passed
2026-06-01 12:58:20.000000,INFO,web-frontend,user 7535 logged in
2026-06-01 13:00:57.000000,INFO,api-gateway,GET /api/v1/orders status=200
2026-06-01 13:13:18.000000,INFO,web-frontend,cache hit for key session:3016
2026-06-01 13:22:59.000000,INFO,web-frontend,request completed in 23ms
2026-06-01 13:32:37.000000,INFO,api-gateway,user 1318 logged in
2026-06-01 13:41:49.000000,INFO,web-frontend,GET /api/v1/products status=200
2026-06-01 15:13:09.000000,INFO,web-frontend,GET /api/v1/orders status=200
2026-06-01 15:14:00.000000,INFO,payment-service,GET /api/v1/products status=200
2026-06-01 15:15:30.000000,INFO,payment-service,request completed in 271ms
2026-06-01 15:28:26.000000,INFO,web-frontend,request completed in 99ms
2026-06-01 15:37:31.660313,ERROR,api-gateway,"unexpected process termination, signal=SIGSEGV"
2026-06-01 16:43:33.000000,INFO,auth-service,scheduled health check passed
2026-06-01 16:44:26.000000,INFO,auth-service,connection pool at 42% capacity
2026-06-01 17:12:16.000000,INFO,db-primary,cache hit for key session:1289
2026-06-01 20:04:00.000000,INFO,db-primary,user 5223 logged out
2026-06-01 22:17:36.000000,INFO,db-primary,user 1770 logged in
2026-06-02 00:27:19.000000,INFO,db-primary,connection pool at 42% capacity
2026-06-02 00:48:15.000000,WARN,web-frontend,GET /api/v1/products status=200
2026-06-02 03:02:52.000000,INFO,auth-service,user 7368 logged in
